goos: linux
goarch: amd64
pkg: github.com/hyperlocalise/rain-orm/pkg/rain
cpu: Intel(R) Xeon(R) Processor @ 2.30GHz
BenchmarkSQLiteInsertModel/small-4               	     532	   2283287 ns/op	    2026 B/op	      48 allocs/op
BenchmarkSQLiteSelectJoinScan/medium-4                    	     668	   1776138 ns/op	  154928 B/op	    7056 allocs/op
BenchmarkSQLiteSelectJoinScan/large-4                     	     604	   1769583 ns/op	  154928 B/op	    7056 allocs/op
BenchmarkSQLiteSelectJoinScan/large-4                     	     681	   1686400 ns/op	  154928 B/op	    7056 allocs/op
BenchmarkSQLiteSelectJoinScan/large-4                     	     686	   1704869 ns/op	  154928 B/op	    7056 allocs/op
BenchmarkSQLiteSelectWithRelations/small-4                	    2191	    559356 ns/op	   46424 B/op	     999 allocs/op
BenchmarkSQLiteSelectWithRelations/small-4                	    2203	    578631 ns/op	   46424 B/op	     999 allocs/op
BenchmarkSQLiteSelectWithRelations/small-4                	    2126	    569000 ns/op	   46424 B/op	     999 allocs/op
BenchmarkSQLiteSelectWithRelations/medium-4               	     230	   4855220 ns/op	  401497 B/op	    9308 allocs/op
BenchmarkSQLiteSelectWithRelations/medium-4               	     266	   4459433 ns/op	  401497 B/op	    9308 allocs/op
BenchmarkSQLiteSelectWithRelations/medium-4               	     265	   4538444 ns/op	  401497 B/op	    9308 allocs/op
BenchmarkSQLiteSelectWithRelations/large-4                	      54	  20840812 ns/op	  401498 B/op	    9308 allocs/op
BenchmarkSQLiteSelectWithRelations/large-4                	      57	  22741977 ns/op	  401500 B/op	    9308 allocs/op
BenchmarkSQLiteSelectWithRelations/large-4                	      61	  20548561 ns/op	  401502 B/op	    9308 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/small-4           	    1431	    928279 ns/op	    2840 B/op	      68 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/small-4           	    1430	    877642 ns/op	    2840 B/op	      68 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/small-4           	    1201	    899647 ns/op	    2840 B/op	      68 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/medium-4          	     152	   8335370 ns/op	    2872 B/op	      71 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/medium-4          	     139	   8214754 ns/op	    2872 B/op	      71 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/medium-4          	     151	   7413284 ns/op	    2872 B/op	      71 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/large-4           	      10	 103257551 ns/op	    2873 B/op	      71 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/large-4           	      10	 165064102 ns/op	    2875 B/op	      71 allocs/op
BenchmarkSQLiteRichGroupedAggregateScan/large-4           	      10	 105206793 ns/op	    2872 B/op	      71 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/small-4               	    3622	    299033 ns/op	    4176 B/op	     127 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/small-4               	    4225	    267247 ns/op	    4176 B/op	     127 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/small-4               	    4539	    279733 ns/op	    4176 B/op	     127 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/medium-4              	     600	   2124678 ns/op	   17216 B/op	     758 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/medium-4              	     583	   2215104 ns/op	   17216 B/op	     758 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/medium-4              	     559	   2214499 ns/op	   17216 B/op	     758 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/large-4               	      62	  20861153 ns/op	   31712 B/op	    1458 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/large-4               	      62	  19132889 ns/op	   31712 B/op	    1458 allocs/op
BenchmarkSQLiteRichSubqueryJoinScan/large-4               	      63	  18413970 ns/op	   31712 B/op	    1458 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/small-4      	    1076	   1056313 ns/op	  141704 B/op	    2782 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/small-4      	    1011	   1139530 ns/op	  141705 B/op	    2782 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/small-4      	    1150	   1089550 ns/op	  141704 B/op	    2782 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/medium-4     	     146	   8299607 ns/op	 1336090 B/op	   25995 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/medium-4     	     146	   7945435 ns/op	 1336092 B/op	   25995 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/medium-4     	     151	   7927285 ns/op	 1336092 B/op	   25995 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/large-4      	     121	   8786931 ns/op	 1367728 B/op	   26498 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/large-4      	     141	   9055109 ns/op	 1367724 B/op	   26498 allocs/op
BenchmarkSQLiteRichSelectWithNestedRelations/large-4
